Electric Emergency and Disturbance Report - 2015-2020;;;;;;
Month;Date Event Began;Time Event Began;Area Affected;Alert Criteria;Event Type;Number of Customers Affected
March;03/24/2020;2:55 AM;Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;51026
March;03/25/2020;10:31 AM;"Nevada: Clark County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
March;03/26/2020;9:29 PM;Ohio:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;11964
March;03/27/2020;1:06 PM;"Delaware: Kent County, New Castle County, Sussex County; Maryland: Cecil County, Harford County, Talbot County, Kent County, Queen Anne&#39;s County, Dorchester County, Wicomico County, Worcester County, Somerset County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
March;03/27/2020;1:06 PM;"New Jersey: Atlantic County, Cape May County, Cumberland County, Gloucester County, Salem County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
March;03/29/2020;8:27 PM;"Mississippi: Panola County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;1558
March;03/31/2020;11:45 AM;Alabama: Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;57744
April;04/01/20;9:43 PM;"Illinois: Williamson County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
April;04/02/20;6:41 PM;"Texas: Travis County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
April;04/02/20;1:37 PM;"Nebraska: York County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;Unknown
April;04/02/20;8:45 PM;Washington: Wallula;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;Unknown
April;04/03/20;9:13 AM;"Nevada: Clark County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/05/20;2:30 AM;"Texas: Cameron County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
April;04/05/20;3:46 PM;"California: Stanislaus County;";Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.;Severe Weather;6814
April;04/07/20;11:39 PM;Washington:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
April;04/08/20;9:57 PM;Ohio: Kentucky:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;78314
April;04/08/20;10:03 PM;Indiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;93000
April;04/08/20;1:21 AM;Ohio:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;82509
April;04/09/20;7:25 PM;"Texas: Harris County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;95000
April;04/09/20;7:40 PM;Maine:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;340000
April;04/09/20;7:34 AM;"Wisconsin: Dane County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
April;04/10/20;10:00 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
April;04/10/20;4:00 PM;"Nevada: White Pine County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/11/20;11:24 AM;Wyoming:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
April;04/11/20;5:40 PM;Utah: Salt Lake City;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Suspicious Activity;Unknown
April;04/12/20;8:45 PM;Arkansas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;95318
April;04/12/20;1:00 PM;"Louisiana: Acadia Parish, Iberville Parish, Jefferson Davis Parish, Concordia Parish, Winn Parish, Catahoula Parish, Terrebonne Parish, St. Mary Parish;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;Severe Weather;37991
April;04/12/20;8:30 PM;Arkansas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;51000
April;04/12/20;9:28 PM;Virginia: West Virginia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;104000
April;04/12/20;5:00 PM;Mississippi: Alabama: Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;62828
April;04/12/20;6:13 PM;Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;63289
April;04/13/2020;3:30 AM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;216400
April;04/13/2020;12:45 AM;"Tennessee: Hamilton County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;120000
April;04/13/2020;8:08 AM;South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;72233
April;04/13/2020;10:25 AM;North Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;95000
April;04/13/2020;1:05 PM;Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;68476
April;04/13/2020;7:31 AM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;Unknown
April;04/16/2020;11:30 AM;Georgia:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/18/2020;7:38 PM;"Nevada: Washoe County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/19/2020;1:14 AM;"North Dakota: Burleigh County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
April;04/20/2020;12:42 PM;"South Dakota: Deuel County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/20/2020;12:59 AM;Alabama: Mississippi: Georgia: Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;77341
April;04/23/2020;4:30 AM;Mississippi: Arkansas: Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;55184
April;04/23/2020;8:00 AM;Alabama: Georgia: Mississippi: Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;52163
April;04/24/2020;10:00 PM;"Nevada: White Pine County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/24/2020;9:00 PM;"California: Placer County, Nevada County;";Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.;System Operations;945
April;04/25/2020;9:25 PM;"Oregon: Multnomah County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/26/2020;1:38 AM;Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;49999
April;04/28/2020;8:01 PM;"Texas: Jefferson County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;1
April;04/29/2020;6:00 AM;Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;77933
April;04/29/2020;5:55 AM;"Texas: Harris County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;146660
April;04/30/2020;3:00 PM;"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;78007
May;05/04/20;11:59 AM;"Tennessee: Davidson County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;130000
May;05/08/20;1:45 PM;"Nevada: Nye County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
May;05/13/2020;11:16 PM;"Indiana: Hendricks County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
May;05/13/2020;5:12 AM;Washington:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
May;05/14/2020;11:23 AM;"Oregon: Jackson County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
May;05/15/2020;5:55 PM;"New York: Saratoga County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;52
May;05/16/2020;12:00 AM;"Texas: Cameron County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
May;05/18/2020;11:51 PM;South Carolina:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
May;05/18/2020;9:27 AM;"Oregon: Clackamas County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
May;05/19/2020;8:04 PM;"Alabama: Jefferson County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;6000
May;05/19/2020;8:17 AM;"Idaho: Bonneville County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
May;05/19/2020;1:45 PM;Arkansas:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
May;05/20/2020;11:41 AM;"Nevada: Clark County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
May;05/22/2020;4:35 PM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;108190
May;05/24/2020;4:45 PM;Central Oklahoma;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;54000
May;05/25/2020;10:58 AM;"Texas: Kerr County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;3745
May;05/27/2020;5:15 PM;"Texas: Harris County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;382000
May;05/27/2020;5:20 PM;Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;273269
May;05/29/2020;5:01 PM;"Pennsylvania: Warren County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
May;05/29/2020;5:30 PM;"Minnesota: Hennepin County;";Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.;System Operations;0
May;05/29/2020;9:37 PM;"Ohio: Franklin County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
May;05/30/2020;10:20 PM;"Texas: Bexar County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
May;05/31/2020;9:30 PM;"Alabama: Jefferson County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
May;05/31/2020;12:15 AM;Pennsylvania:;Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.;Vandalism;0
June;06/02/20;2:36 PM;"Idaho: Blaine County, Jerome County, Minidoka County, Power County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/03/20;1:00 PM;New Jersey:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;87000
June;06/03/20;12:30 PM;"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;708000
June;06/03/20;4:57 PM;North Dakota: Minnesota:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
June;06/03/20;1:36 PM;New Jersey:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;78079
June;06/09/20;11:21 AM;Washington:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
June;06/10/20;7:30 PM;"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;237000
June;06/10/20;12:22 PM;"Michigan: Gratiot County, Lake County, Missaukee County, Benzie County, Leelanau County, Manistee County, Wexford County, Montcalm County, Kent County, Ottawa County, Van Buren County, St. Joseph County, Arenac County, Saginaw County, Calhoun County, Branch County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;270000
June;06/10/20;5:24 PM;Ohio: Indiana: Kentucky: West Virginia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;85822
June;06/12/20;8:21 AM;"Michigan: Houghton County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
June;06/18/2020;12:11 PM;"Colorado: El Paso County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Actual Physical Attack;0
June;06/18/2020;8:32 PM;"Kentucky: Gallatin County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Actual Physical Attack;0
June;06/21/2020;1:16 AM;"Delaware: New Castle County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/22/2020;11:44 AM;"Pennsylvania: Allegheny County, Beaver County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
June;06/25/2020;9:40 AM;"Kentucky: Madison County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
June;06/26/2020;4:20 PM;"North Dakota: Mountrail County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/26/2020;12:47 PM;"Texas: Travis County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
June;06/27/2020;4:00 PM;Alabama: Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;78109
June;06/29/2020;2:32 PM;"Arkansas: Garland County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
June;06/30/2020;10:28 AM;Oregon:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Vandalism;0
July;07/01/20;7:26 PM;Pennsylvania:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;2013
July;07/02/20;8:30 PM;"California: Butte County;";Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
July;07/06/20;12:26 PM;"New York: Kings County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/06/20;6:45 PM;District of Columbia: Maryland:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
July;07/07/20;11:38 AM;"California: Los Angeles County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
July;07/07/20;1:09 PM;Colorado:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
July;07/07/20;7:17 PM;"West Virginia: Wyoming County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;Unknown
July;07/08/20;10:04 PM;Texas:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Actual Physical Attack;0
July;07/08/20;6:45 PM;California:;Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
July;07/09/20;3:09 PM;"Washington: Thurston County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/11/20;11:30 PM;Oklahoma: Arkansas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;68000
July;07/11/20;9:30 PM;Oklahoma:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;94700
July;07/11/20;4:55 AM;California:;Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
July;07/12/20;4:30 AM;"Texas: Collin County, Dallas County, Denton County, Rockwall County, Tarrant County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;48000
July;07/12/20;2:08 PM;"Nevada: Washoe County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Actual Physical Attack;10000
July;07/13/2020;4:30 PM;"Kentucky: Madison County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/14/2020;2:16 PM;California:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
July;07/15/2020;11:00 AM;"Kentucky: Madison County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/16/2020;8:49 AM;North Dakota: Minnesota:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
July;07/17/2020;11:00 PM;Oklahoma:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
July;07/17/2020;7:24 PM;New York:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/19/2020;2:30 PM;Michigan:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;158500
July;07/19/2020;10:30 AM;New York: Niagara County;Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;
July;07/20/2020;12:57 AM;"Texas: Travis County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Suspicious Activity;14096
July;07/21/2020;11:53 AM;"Washington: Pierce County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;11000
July;07/22/2020;11:30 AM;"West Virginia: Tucker County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
July;07/24/2020;8:25 AM;"New York: Bronx County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/25/2020;9:00 PM;"Texas: Hidalgo County, Cameron County, Starr County, Kenedy County, Willacy County, Brooks County, Jim Hogg County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;84000
July;07/25/2020;7:58 PM;"Texas: Nueces County, Kleberg County, Cameron County, Willacy County, Hidalgo County, Starr County, Kenedy County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;201208
July;07/28/2020;3:00 PM;"Michigan: Jackson County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
July;07/30/2020;5:54 PM;"Nebraska: Scotts Bluff County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
August;08/01/20;11:14 AM;"Texas: Cameron County, Willacy County, Hidalgo County, Starr County;";Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/01/20;8:16 AM;"California: San Diego County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/01/20;12:00 AM;"Texas: Cameron County, Hidalgo County, Starr County, Willacy County;";Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.;Severe Weather;Unknown
August;08/02/20;7:43 PM;"Illinois: Rock Island County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
August;08/03/20;8:00 AM;"Texas: Ector County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
August;08/03/20;11:15 PM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;340000
August;08/03/20;11:02 PM;North Carolina:;Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.;Severe Weather;Unknown
August;08/04/20;12:00 PM;"New York: Rockland County, Orange County, Sullivan County; New Jersey: Bergen County, Passaic County, Sussex County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;160000
August;08/04/20;1:00 PM;"New York: Nassau County, Suffolk County, Queens County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;420000
August;08/04/20;11:20 AM;New Jersey:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;75000
August;08/04/20;9:00 AM;Delaware:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;100000
August;08/04/20;2:00 PM;"New York: Dutchess County, Orange County, Ulster County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;116818
August;08/04/20;4:41 AM;Virginia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;508000
August;08/04/20;12:18 PM;New Jersey:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;788000
August;08/04/20;2:35 PM;"New York: Broome County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;76120
August;08/04/20;3:15 PM;Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;1188247
August;08/04/20;1:31 PM;"New York: Bronx County, Richmond County, Queens County, Kings County, Westchester County, New York County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;271119
August;08/04/20;6:01 AM;"North Carolina: Brunswick County, Columbus County, Pender County, Duplin County, Onslow County, Jones County, Craven County, Jones County, Beaufort County, Bertie County, Chowan County, Gates County, Perquimans County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;125987
August;08/04/20;12:00 PM;"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;137103
August;08/04/20;10:30 AM;New Jersey:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;70000
August;08/04/20;2:35 PM;New York:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;76120
August;08/05/20;5:58 PM;"Texas: Orange County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;19785
August;08/07/20;5:13 AM;"New York: Queens County, New York County;";Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.;Severe Weather;187068
August;08/10/20;11:00 AM;"Iowa: Webster County, Greene County, Dallas County, Hamilton County, Boone County, Polk County, Hardin County, Story County, Jasper County, Grundy County, Marshall County, Tama County, Poweshiek County, Benton County, Iowa County, Linn County, Johnson County, Jones County, Cedar County, Muscatine County, Jackson County, Clinton County, Scott County;";Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.;Severe Weather;Unknown
August;08/10/20;4:00 PM;Illinois: Missouri:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;135000
August;08/10/20;12:49 PM;Iowa:;Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.;Severe Weather;Unknown
August;08/10/20;10:39 PM;Indiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;95300
August;08/10/20;2:30 PM;"Illinois: Cook County, Will County, DuPage County, Lake County, Kane County, Grundy County, LaSalle County, DeKalb County, McHenry County, Lee County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;856000
August;08/10/20;10:25 PM;"New York: Onondaga County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/10/20;12:38 PM;Iowa:;Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.;Severe Weather;250000
August;08/10/20;10:00 AM;"Iowa: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; Illinois: Rock Island County, Henry County, Mercer County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;300000
August;08/13/2020;1:51 PM;"Texas: El Paso County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;System Operations;57060
August;08/14/2020;6:36 PM;California:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;System Operations;220000
August;08/14/2020;4:39 PM;"Louisiana: St. Charles Parish;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;12671
August;08/14/2020;5:15 PM;California:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;Unknown
August;08/14/2020;6:45 PM;"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;System Operations;132000
August;08/14/2020;8:00 PM;"Minnesota: Anoka County, Hennepin County, Ramsey County, Washington County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;60000
August;08/15/2020;6:25 PM;California:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;System Operations;220000
August;08/15/2020;2:53 PM;California:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Severe Weather;Unknown
August;08/15/2020;3:00 PM;"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;System Operations;70000
August;08/15/2020;5:00 PM;"Washington: Snohomish County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;8
August;08/15/2020;5:41 PM;"Connecticut: New Haven County[13];";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
